id,category1Name,category2Name,category3Name,categoryId,ean,upcCode,name,description,brand,mediaUrl
4123018546622-1000,Appliances,Housekeeping and Cleaning,Stick Vacuum,9-5-3,4123018546622,412301854662,Broom vacuum cleaner - luxury edition,Designed to deliver an exceptional user experience.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018546622.jpg
4123018546799-1000,Appliances,Housekeeping and Cleaning,Cleaner,9-5-4,4123018546799,412301854679,Ideal solution: cleaner,A reliable and stylish product for every home.,Miele,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018546799.jpg
4123018546866-1000,Appliances,Ironing and Sewing,Steam Generator,9-6-1,4123018546866,412301854686,Ideal solution: steam generator,A reliable and stylish product for every home.,Whirpool,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018546866.jpg
4123018546933-1000,Appliances,Ironing and Sewing,Steamer,9-6-2,4123018546933,412301854693,High quality accessory: steamer,A reliable and stylish product for every home.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018546933.jpg
4123018547099-1000,Appliances,Ironing and Sewing,Sewing Machine,9-6-3,4123018547099,412301854709,Ideal solution: sewing machine,Made with premium materials for maximum durability.,Miele,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018547099.jpg
4123018547166-1000,Appliances,Ironing and Sewing,Iron,9-6-4,4123018547166,412301854716,High quality accessory: iron,A perfect choice to meet your daily needs.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018547166.jpg
4123018547233-1000,Appliances,Heating and Air Conditioning,Heater,9-7-1,4123018547233,412301854723,Heating - luxury edition,A perfect choice to meet your daily needs.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018547233.jpg
4123018547300-1000,Appliances,Heating and Air Conditioning,Air Conditioner,9-7-2,4123018547300,412301854730,Essential item: air conditioner,Designed to deliver an exceptional user experience.,Miele,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018547300.jpg
4123018547477-1000,Appliances,Heating and Air Conditioning,Fan,9-7-3,4123018547477,412301854747,Essential item: fan,A reliable and stylish product for every home.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018547477.jpg
4123018547544-1000,Appliances,Heating and Air Conditioning,Stove and Fireplace,9-7-4,4123018547544,412301854754,Stove and fireplace - luxury edition,Designed to deliver an exceptional user experience.,Whirpool,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018547544.jpg
4123018547611-1000,Appliances,Heating and Air Conditioning,Air Purifier,9-7-5,4123018547611,412301854761,High quality accessory: air purifier,A perfect choice to meet your daily needs.,Samsung,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018547611.jpg
4123018547788-1000,Appliances,Well-being,Electric Epilator,9-8-1,4123018547788,412301854778,Essential item: electric epilator,A perfect choice to meet your daily needs.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018547788.jpg
4123018547855-1000,Appliances,Well-being,Lawn Mower,9-8-2,4123018547855,412301854785,High quality accessory: clipper,Made with premium materials for maximum durability.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018547855.jpg
4123018547922-1000,Appliances,Well-being,Épilateur à lumière pulsée,9-8-3,4123018547922,412301854792,High quality accessory: pulsed light epilator,Combines functionality and style for optimal use.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018547922.jpg
4123018548088-1000,Appliances,Well-being,Rasoir électrique,9-8-4,4123018548088,412301854808,High quality accessory: electric razor,A perfect choice to meet your daily needs.,Moulinex,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018548088.jpg
4123018548155-1000,"Food, Drink",Wine,White Wine,10-1-1,4123018548155,412301854815,High quality accessory: white wine,A reliable and stylish product for every home.,Moët,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018548155.jpg
4123018548222-1000,"Food, Drink",Wine,Red Wine,10-1-2,4123018548222,412301854822,Ideal solution: red wine,Combines functionality and style for optimal use.,Conti,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018548222.jpg
4123018548399-1000,"Food, Drink",Wine,Rosé Wine,10-1-3,4123018548399,412301854839,High quality accessory: rosé wine,Made with premium materials for maximum durability.,Andros,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018548399.jpg
4123018548466-1000,"Food, Drink",Champagne and Sparkling Wine,Brut Champagne,10-2-1,4123018548466,412301854846,High quality accessory: brut champagne,Designed to deliver an exceptional user experience.,Moët,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018548466.jpg
4123018548533-1000,"Food, Drink",Champagne and Sparkling Wine,Rosé Champagne,10-2-2,4123018548533,412301854853,Rosé Champagne - Luxury Edition,Combines functionality and style for optimal use.,Conti,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018548533.jpg
4123018548600-1000,"Food, Drink",Champagne and Sparkling Wine,Cremant,10-2-3,4123018548600,412301854860,Ideal solution: crémant,Combines functionality and style for optimal use.,Conti,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018548600.jpg
4123018548777-1000,"Food, Drink",Champagne and Sparkling Wine,Blanc de Blancs Champagne,10-2-4,4123018548777,412301854877,Premium white champagne,Designed to deliver an exceptional user experience.,Moët,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018548777.jpg
4123018548844-1000,"Food, Drink",Champagne and Sparkling Wine,Prosecco,10-2-5,4123018548844,412301854884,Essential item: prosecco,Designed to deliver an exceptional user experience.,Andros,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018548844.jpg
4123018548911-1000,"Food, Drink",Beer and Cider,Belgian Beer,10-3-1,4123018548911,412301854891,Ideal solution: Belgian beer,Made with premium materials for maximum durability.,Moët,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018548911.jpg
4123018549077-1000,"Food, Drink",Beer and Cider,Pale Beer,10-3-2,4123018549077,412301854907,Premium blond beer,Combines functionality and style for optimal use.,Nestlé,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018549077.jpg
4123018549144-1000,"Food, Drink",Beer and Cider,Cider,10-3-3,4123018549144,412301854914,Essential item: cider,A reliable and stylish product for every home.,Moët,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018549144.jpg
4123018549211-1000,"Food, Drink",Beer and Cider,Beer Dispenser,10-3-4,4123018549211,412301854921,Premium beer tap,A perfect choice to meet your daily needs.,Conti,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018549211.jpg
4123018549388-1000,"Food, Drink",Beer and Cider,French Beer,10-3-5,4123018549388,412301854938,Ideal solution: French beer,Designed to deliver an exceptional user experience.,Andros,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018549388.jpg
4123018549455-1000,"Food, Drink",Beer and Cider,Dark Beer,10-3-6,4123018549455,412301854945,High quality accessory: brown beer,A reliable and stylish product for every home.,Nestlé,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018549455.jpg
4123018549522-1000,"Food, Drink",Beer and Cider,Beer Keg,10-3-7,4123018549522,412301854952,Essential item: beer keg,Made with premium materials for maximum durability.,Moët,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018549522.jpg
4123018549699-1000,"Food, Drink",Spirits,Whiskey,10-4-1,4123018549699,412301854969,Premium whisky,Designed to deliver an exceptional user experience.,Nestlé,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018549699.jpg
4123018549766-1000,"Food, Drink",Spirits,Vodka,10-4-2,4123018549766,412301854976,High quality accessory: vodka,Designed to deliver an exceptional user experience.,Conti,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018549766.jpg
4123018549833-1000,"Food, Drink",Spirits,Rum,10-4-3,4123018549833,412301854983,Ideal solution: rum,Designed to deliver an exceptional user experience.,Moët,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018549833.jpg
4123018549900-1000,"Food, Drink",Non-Alcoholic Drinks,Tea,10-5-1,4123018549900,412301854990,Essential item: tea,Combines functionality and style for optimal use.,Moët,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018549900.jpg
4123018550033-1000,"Food, Drink",Non-Alcoholic Drinks,Herbal Tea,10-5-2,4123018550033,412301855003,Premium infusion,Made with premium materials for maximum durability.,Nestlé,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018550033.jpg
4123018550100-1000,"Food, Drink",Non-Alcoholic Drinks,Soda,10-5-3,4123018550100,412301855010,Ideal solution: soda,A perfect choice to meet your daily needs.,Moët,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018550100.jpg
4123018550277-1000,"Food, Drink",Non-Alcoholic Drinks,Chocolate Drink,10-5-4,4123018550277,412301855027,Premium Chocolate Drink,Made with premium materials for maximum durability.,Nestlé,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018550277.jpg
4123018550344-1000,"Food, Drink",Non-Alcoholic Drinks,Coffee,10-5-5,4123018550344,412301855034,Essential item: coffee,Made with premium materials for maximum durability.,Moët,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018550344.jpg
4123018550411-1000,"Food, Drink",Non-Alcoholic Drinks,Water,10-5-6,4123018550411,412301855041,Water - luxury edition,Made with premium materials for maximum durability.,Moët,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018550411.jpg
4123018550588-1000,"Food, Drink",Non-Alcoholic Drinks,Fruit Juice,10-5-7,4123018550588,412301855058,Premium fruit juice,A perfect choice to meet your daily needs.,Moët,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018550588.jpg
4123018550655-1000,"Food, Drink",Grocery and Gastronomy,Cold Cuts,10-6-1,4123018550655,412301855065,Charcuterie - luxury edition,A perfect choice to meet your daily needs.,Moët,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018550655.jpg
4123018550722-1000,"Food, Drink",Grocery and Gastronomy,Sweet Grocery,10-6-2,4123018550722,412301855072,Premium sweet groceries,A perfect choice to meet your daily needs.,Nestlé,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018550722.jpg
4123018550899-1000,"Food, Drink",Grocery and Gastronomy,Breakfast,10-6-3,4123018550899,412301855089,Premium breakfast,A perfect choice to meet your daily needs.,Moët,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018550899.jpg
4123018550966-1000,"Food, Drink",Grocery and Gastronomy,Savory Grocery,10-6-4,4123018550966,412301855096,Ideal solution: salty groceries,Combines functionality and style for optimal use.,Evian,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018550966.jpg
4123018551022-1000,"Food, Drink",Grocery and Gastronomy,"Spices, Sauces, and Condiments",10-6-5,4123018551022,412301855102,"Premium spice, sauce and condiment",Designed to deliver an exceptional user experience.,Nestlé,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018551022.jpg
4123018551199-1000,"Food, Drink",Grocery and Gastronomy,Dairy Product,10-6-6,4123018551199,412301855119,Essential item: dairy product,Made with premium materials for maximum durability.,Nestlé,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018551199.jpg
4123018551266-1000,"DIY, Garden, Pet Shop",DIY,Power Tools,11-1-1,4123018551266,412301855126,BOSCH GSR 18V-55 drill-screwdriver,Made with premium materials for maximum durability.,Dexter,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018551266.jpg
4123018551333-1000,"DIY, Garden, Pet Shop",DIY,Hardware,11-1-2,4123018551333,412301855133,Premium glazing screws,A perfect choice to meet your daily needs.,Bosch,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018551333.jpg
4123018551400-1000,"DIY, Garden, Pet Shop",DIY,Electricity and Batteries,11-1-3,4123018551400,412301855140,Ideal solution: electricity and battery,A reliable and stylish product for every home.,Philips,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018551400.jpg
4123018551577-1000,"DIY, Garden, Pet Shop",DIY,Work and Renovation,11-1-4,4123018551577,412301855157,Works and development - luxury edition,Designed to deliver an exceptional user experience.,Philips,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018551577.jpg
4123018551644-1000,"DIY, Garden, Pet Shop",DIY,Hand Tools,11-1-5,4123018551644,412301855164,"Protwist screwdriver Slotted, Phillips, insulated - AT.J12R1 FACOM",Designed to deliver an exceptional user experience.,Makita,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018551644.jpg
4123018551711-1000,"DIY, Garden, Pet Shop",DIY,Home Automation and Smart Home,11-1-6,4123018551711,412301855171,Home automation and connected home - luxury edition,Composition of several screwdrivers Made with premium materials for maximum durability.,Makita,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018551711.jpg
4123018551888-1000,"DIY, Garden, Pet Shop",DIY,Alarm,11-1-7,4123018551888,412301855188,High quality accessory: alarm,Made with premium materials for maximum durability.,Dexter,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018551888.jpg
4123018551955-1000,"DIY, Garden, Pet Shop",Heating and Air Conditioning,Heater,11-2-1,4123018551955,412301855195,Essential item: heating,Made with premium materials for maximum durability.,Philips,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018551955.jpg
4123018552011-1000,"DIY, Garden, Pet Shop",Heating and Air Conditioning,Air Conditioner,11-2-2,4123018552011,412301855201,Air conditioner - luxury edition,A perfect choice to meet your daily needs.,Makita,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018552011.jpg
4123018552188-1000,"DIY, Garden, Pet Shop",Heating and Air Conditioning,Fan,11-2-3,4123018552188,412301855218,Ideal solution: fan,A perfect choice to meet your daily needs.,Bosch,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018552188.jpg
4123018552255-1000,"DIY, Garden, Pet Shop",Heating and Air Conditioning,Stove and Fireplace,11-2-4,4123018552255,412301855225,Premium stove and fireplace,Combines functionality and style for optimal use.,Dexter,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018552255.jpg
4123018552322-1000,"DIY, Garden, Pet Shop",Heating and Air Conditioning,Air Purifier,11-2-5,4123018552322,412301855232,Essential item: air purifier,A reliable and stylish product for every home.,Philips,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018552322.jpg
4123018552499-1000,"DIY, Garden, Pet Shop",Garden Tools,Lawn Mower,11-3-1,4123018552499,412301855249,Essential item: lawn mower,Combines functionality and style for optimal use.,Bosch,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018552499.jpg
4123018552566-1000,"DIY, Garden, Pet Shop",Garden Tools,Brush Cutter,11-3-2,4123018552566,412301855256,Brushcutter - luxury edition,A reliable and stylish product for every home.,Bosch,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018552566.jpg
4123018552633-1000,"DIY, Garden, Pet Shop",Garden Tools,Multifunction Tool,11-3-3,4123018552633,412301855263,High quality accessory: multi-function tool,A perfect choice to meet your daily needs.,Bosch,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018552633.jpg
4123018552700-1000,"DIY, Garden, Pet Shop",Garden Tools,Pressure Washer,11-3-4,4123018552700,412301855270,Essential item: pressure washer,A perfect choice to meet your daily needs.,Makita,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018552700.jpg
4123018552877-1000,"DIY, Garden, Pet Shop",Garden Tools,Chainsaw,11-3-5,4123018552877,412301855287,Premium chainsaw,Combines functionality and style for optimal use.,Makita,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018552877.jpg
4123018552944-1000,"DIY, Garden, Pet Shop",Garden Tools,All Garden Tools,11-3-6,4123018552944,412301855294,Ideal solution: all garden tools,Made with premium materials for maximum durability.,Makita,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018552944.jpg
4123018553000-1000,"DIY, Garden, Pet Shop",Garden Furniture,Garden Shed,11-4-1,4123018553000,412301855300,Ideal solution: garden shed,A reliable and stylish product for every home.,Makita,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018553000.jpg
4123018553177-1000,"DIY, Garden, Pet Shop",Garden Furniture,Garden Sofa,11-4-2,4123018553177,412301855317,High quality accessory: garden sofa,A reliable and stylish product for every home.,Bosch,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018553177.jpg
4123018553244-1000,"DIY, Garden, Pet Shop",Garden Furniture,Garden Chair,11-4-3,4123018553244,412301855324,Essential item: garden chair,Combines functionality and style for optimal use.,Philips,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018553244.jpg
4123018553311-1000,"DIY, Garden, Pet Shop",Garden Furniture,Greenhouse,11-4-4,4123018553311,412301855331,Greenhouse - luxury edition,A reliable and stylish product for every home.,Ryobi,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018553311.jpg
4123018553488-1000,"DIY, Garden, Pet Shop",Garden Furniture,Barbecue,11-4-5,4123018553488,412301855348,Premium barbecue,Designed to deliver an exceptional user experience.,Bosch,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018553488.jpg
4123018553555-1000,"DIY, Garden, Pet Shop",Garden Furniture,Garden Furniture Set,11-4-6,4123018553555,412301855355,Essential item: garden furniture,A perfect choice to meet your daily needs.,Makita,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018553555.jpg
4123018553622-1000,"DIY, Garden, Pet Shop",Garden Furniture,Garden Table,11-4-7,4123018553622,412301855362,High quality accessory: garden table,Made with premium materials for maximum durability.,Bosch,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018553622.jpg
4123018553799-1000,"DIY, Garden, Pet Shop",Garden Furniture,Sunbed,11-4-8,4123018553799,412301855379,High quality accessory: sun lounger,Designed to deliver an exceptional user experience.,Ryobi,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018553799.jpg
4123018553866-1000,"DIY, Garden, Pet Shop",Garden Furniture,Pergola and Shade Sail,11-4-9,4123018553866,412301855386,Premium arbor and shade sail,A reliable and stylish product for every home.,Makita,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018553866.jpg
4123018553933-1000,"DIY, Garden, Pet Shop",Garden Furniture,Outdoor Heater,11-4-10,4123018553933,412301855393,Essential item: outdoor heating,Combines functionality and style for optimal use.,Makita,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018553933.jpg
4123018554099-1000,"DIY, Garden, Pet Shop",Pool and Spa,Frame Pool,11-5-1,4123018554099,412301855409,High quality accessory: tubular swimming pool,A reliable and stylish product for every home.,Bosch,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018554099.jpg
4123018554166-1000,"DIY, Garden, Pet Shop",Pool and Spa,Above-Ground Pool,11-5-2,4123018554166,412301855416,Above ground pool - luxury edition,Made with premium materials for maximum durability.,Ryobi,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018554166.jpg
4123018554233-1000,"DIY, Garden, Pet Shop",Pool and Spa,Inflatable Pool,11-5-3,4123018554233,412301855423,High quality accessory: inflatable swimming pool,A reliable and stylish product for every home.,Philips,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018554233.jpg
4123018554300-1000,"DIY, Garden, Pet Shop",Pool and Spa,Pool Robot,11-5-4,4123018554300,412301855430,Ideal solution: pool robot,Combines functionality and style for optimal use.,Bosch,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018554300.jpg
4123018554477-1000,"DIY, Garden, Pet Shop",Pool and Spa,Tarp,11-5-5,4123018554477,412301855447,Tarpaulin - luxury edition,Combines functionality and style for optimal use.,Philips,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018554477.jpg
4123018554544-1000,"DIY, Garden, Pet Shop",Pool and Spa,Water Treatment,11-5-6,4123018554544,412301855454,Essential article: water treatment,A perfect choice to meet your daily needs.,Bosch,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018554544.jpg
4123018554611-1000,"DIY, Garden, Pet Shop",Pet Supplies,Dog Food,11-6-1,4123018554611,412301855461,Essential article: dog food,Designed to deliver an exceptional user experience.,Ryobi,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018554611.jpg
4123018554788-1000,"DIY, Garden, Pet Shop",Pet Supplies,All for Dogs,11-6-2,4123018554788,412301855478,Essential article: everything for the dog,Designed to deliver an exceptional user experience.,Dexter,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018554788.jpg
4123018554855-1000,"DIY, Garden, Pet Shop",Pet Supplies,All for the Backyard,11-6-3,4123018554855,412301855485,Everything for the premium barnyard,Designed to deliver an exceptional user experience.,Philips,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018554855.jpg
4123018554922-1000,"DIY, Garden, Pet Shop",Pet Supplies,Cat Food,11-6-4,4123018554922,412301855492,Premium cat food,Designed to deliver an exceptional user experience.,Dexter,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018554922.jpg
4123018555088-1000,"DIY, Garden, Pet Shop",Pet Supplies,All for Cats,11-6-5,4123018555088,412301855508,Perfect solution: everything for the cat,Combines functionality and style for optimal use.,Makita,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018555088.jpg
4123018555155-1000,"DIY, Garden, Pet Shop",Pet Supplies,All Pet Supplies,11-6-6,4123018555155,412301855515,All the pet store - luxury edition,A reliable and stylish product for every home.,Bosch,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018555155.jpg
4123018555222-1000,"DIY, Garden, Pet Shop",Second Hand,Plants and Seeds,11-7-1,4123018555222,412301855522,Premium plant and seed,Made with premium materials for maximum durability.,Makita,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018555222.jpg
4123018555399-1000,"DIY, Garden, Pet Shop",Second Hand,Garden Furniture,11-7-2,4123018555399,412301855539,High quality accessory: garden furniture,Designed to deliver an exceptional user experience.,Ryobi,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018555399.jpg
4123018555466-1000,"DIY, Garden, Pet Shop",Second Hand,Barbecue,11-7-3,4123018555466,412301855546,Premium barbecue,A perfect choice to meet your daily needs.,Bosch,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018555466.jpg
4123018555533-1000,"DIY, Garden, Pet Shop",Second Hand,Heater,11-7-4,4123018555533,412301855553,Heating - luxury edition,Designed to deliver an exceptional user experience.,Philips,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018555533.jpg
4123018555600-1000,"DIY, Garden, Pet Shop",Second Hand,All for Dogs,11-7-5,4123018555600,412301855560,High quality accessories: everything for the dog,Designed to deliver an exceptional user experience.,Bosch,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018555600.jpg
4123018555777-1000,"DIY, Garden, Pet Shop",Second Hand,All for Rodents,11-7-6,4123018555777,412301855577,Ideal solution: everything for rodents,Designed to deliver an exceptional user experience.,Dexter,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018555777.jpg
4123018555844-1000,"DIY, Garden, Pet Shop",Second Hand,Garden Tools,11-7-7,4123018555844,412301855584,Essential item: garden tools,Made with premium materials for maximum durability.,Makita,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018555844.jpg
4123018555911-1000,"DIY, Garden, Pet Shop",Second Hand,Power Tools,11-7-8,4123018555911,412301855591,Power tools - luxury edition,A perfect choice to meet your daily needs.,Bosch,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018555911.jpg
4123018556077-1000,"DIY, Garden, Pet Shop",Second Hand,Fan,11-7-9,4123018556077,412301855607,Ideal solution: fan,A reliable and stylish product for every home.,Bosch,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018556077.jpg
4123018556144-1000,"DIY, Garden, Pet Shop",Second Hand,All for Cats,11-7-10,4123018556144,412301855614,Everything for the cat - luxury edition,Designed to deliver an exceptional user experience.,Philips,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018556144.jpg
4123018556211-1000,"Sport, Leisure",Urban Sliding,Bicycle,12-1-1,4123018556211,412301855621,Essential item: bicycle,Made with premium materials for maximum durability.,Reebok,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018556211.jpg
4123018556388-1000,"Sport, Leisure",Urban Sliding,Electric Scooter,12-1-2,4123018556388,412301855638,Essential item: electric scooter,A perfect choice to meet your daily needs.,Puma,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018556388.jpg
4123018556455-1000,"Sport, Leisure",Urban Sliding,Skateboard,12-1-3,4123018556455,412301855645,Premium skateboard,Combines functionality and style for optimal use.,Decathlon,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018556455.jpg
4123018556522-1000,"Sport, Leisure",Urban Sliding,Equipment and Accessories,12-1-4,4123018556522,412301855652,Ideal solution: equipment and accessories,Designed to deliver an exceptional user experience.,Puma,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018556522.jpg
4123018556699-1000,"Sport, Leisure",Urban Sliding,Electric Bicycle,12-1-5,4123018556699,412301855669,High quality accessory: electric bike,A perfect choice to meet your daily needs.,Puma,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018556699.jpg
4123018556766-1000,"Sport, Leisure",Urban Sliding,Electric Balance Bike,12-1-6,4123018556766,412301855676,High quality accessory: electric balance bike,Designed to deliver an exceptional user experience.,Nike,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018556766.jpg
4123018556833-1000,"Sport, Leisure",Urban Sliding,Hoverboard,12-1-7,4123018556833,412301855683,High quality accessory: hoverboard,Combines functionality and style for optimal use.,Reebok,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018556833.jpg
4123018556900-1000,"Sport, Leisure",Sports Equipment,Treadmill,12-2-1,4123018556900,412301855690,Essential item: treadmill,Combines functionality and style for optimal use.,Adidas,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018556900.jpg
4123018557066-1000,"Sport, Leisure",Sports Equipment,Vibration Platform,12-2-2,4123018557066,412301855706,Premium vibrating platform,Made with premium materials for maximum durability.,Adidas,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018557066.jpg
4123018557133-1000,"Sport, Leisure",Sports Equipment,Running,12-2-3,4123018557133,412301855713,Essential article: running,A reliable and stylish product for every home.,Adidas,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018557133.jpg
4123018557200-1000,"Sport, Leisure",Sports Equipment,Racket Sports,12-2-4,4123018557200,412301855720,Racket sport - luxury edition,A perfect choice to meet your daily needs.,Decathlon,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018557200.jpg
4123018557377-1000,"Sport, Leisure",Sports Equipment,Water Sports,12-2-5,4123018557377,412301855737,Water sports - luxury edition,A perfect choice to meet your daily needs.,Puma,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018557377.jpg
4123018557444-1000,"Sport, Leisure",Sports Equipment,Sports Nutrition and Supplements,12-2-6,4123018557444,412301855744,Essential article: sports nutrition and food supplements,A reliable and stylish product for every home.,Adidas,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018557444.jpg
4123018557511-1000,"Sport, Leisure",Sports Equipment,Exercise Bike,12-2-7,4123018557511,412301855751,Ideal solution: exercise bike,A reliable and stylish product for every home.,Puma,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018557511.jpg
